"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"4679","Seychelles","SYC","Sub-Saharan Africa","High income: nonOECD","2008",NA,86956,19275.4931338512
"4680","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","2008",1567595,20097057,NA
"4681","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income: nonOECD","2008",NA,29481,NA
"4682","Chad","TCD","Sub-Saharan Africa","Low income","2008",330510,11139740,1667.69739260464
"4683","Togo","TGO","Sub-Saharan Africa","Low income","2008",9377,6052937,1158.45847009205
"4684","Thailand","THA","East Asia & Pacific","Upper middle income","2008",112932,66453255,12272.7397981566
"4685","Tajikistan","TJK","Europe & Central Asia","Lower middle income","2008",1799,7254072,1928.20097827865
"4686","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","2008",79,4917541,8528.05568617633
"4687","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","2008",1,1030630,1516.90433242208
"4688","Tonga","TON","East Asia & Pacific","Upper middle income","2008",NA,102816,4567.11650761403
"4689","Trinidad and Tobago","TTO","Latin America & Caribbean","High income: nonOECD","2008",33,1315372,30374.5398650094
"4690","Tunisia","TUN","Middle East & North Africa","Upper middle income","2008",94,10328900,9696.70495669129
"4691","Turkey","TUR","Europe & Central Asia","Upper middle income","2008",11103,70344357,15181.658648137
"4692","Tuvalu","TUV","East Asia & Pacific","Upper middle income","2008",NA,9788,3342.86607239458
"4693","Tanzania","TZA","Sub-Saharan Africa","Low income","2008",321909,42844744,1927.68899817279
"4694","Uganda","UGA","Sub-Saharan Africa","Low income","2008",162132,31014427,1414.15342516936
"4695","Ukraine","UKR","Europe & Central Asia","Lower middle income","2008",7201,46258200,8417.00414157972
"4696","Upper middle income","UMC","","","2008",4869671,2251867519,9869.07124746886
"4697","Uruguay","URY","Latin America & Caribbean","High income: nonOECD","2008",145,3350832,14705.5166364738
"4698","United States","USA","North America","High income: OECD","2008",279548,304093966,48401.4273403899
"4699","Uzbekistan","UZB","Europe & Central Asia","Lower middle income","2008",821,27302800,3585.99128711871
"4700","St. Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","2008",NA,109165,10082.7549908899
"4701","Venezuela, RB","VEN","Latin America & Caribbean","High income: nonOECD","2008",201161,28116716,17208.1933726146
"4702","Virgin Islands (U.S.)","VIR","Latin America & Caribbean","High income: nonOECD","2008",NA,107091,NA
"4703","Vietnam","VNM","East Asia & Pacific","Lower middle income","2008",2357,85118700,3924.10132886904
"4704","Vanuatu","VUT","East Asia & Pacific","Lower middle income","2008",3,225335,2828.47868747323
"4705","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","2008",1836123,3596688,3423.59633903384
"4706","World","WLD","","","2008",15161622,6758490299,12154.2004794983
"4707","Samoa","WSM","East Asia & Pacific","Lower middle income","2008",NA,183440,5504.14781816563
"4708","Yemen, Rep.","YEM","Middle East & North Africa","Lower middle income","2008",140169,22322699,4128.41182061597
"4709","South Africa","ZAF","Sub-Saharan Africa","Upper middle income","2008",43546,49344228,11780.5852644905
"4710","Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income","2008",155162,61809278,554.88836488259
"4711","Zambia","ZMB","Sub-Saharan Africa","Lower middle income","2008",83485,13114579,2773.30144457983
"4712","Zimbabwe","ZWE","Sub-Saharan Africa","Low income","2008",3468,13495462,1170.4619028336
"4713","Aruba","ABW","Latin America & Caribbean","High income: nonOECD","2009",NA,101416,NA
"4714","Andorra","AND","Europe & Central Asia","High income: nonOECD","2009",NA,85474,NA
"4715","Afghanistan","AFG","South Asia","Low income","2009",37,27207291,1525.51705383899
"4716","Angola","AGO","Sub-Saharan Africa","Upper middle income","2009",14734,20520103,NA
"4717","Albania","ALB","Europe & Central Asia","Upper middle income","2009",70,2927519,9342.06578132022
"4718","Arab World","ARB","","","2009",6955072,344702311,13728.2687832771
"4719","United Arab Emirates","ARE","Middle East & North Africa","High income: nonOECD","2009",279,7705423,59100.3805379711
"4720","Argentina","ARG","Latin America & Caribbean","High income: nonOECD","2009",3230,40798641,NA
"4721","Armenia","ARM","Europe & Central Asia","Lower middle income","2009",3607,2966108,6158.30145236576
"4722","American Samoa","ASM","East Asia & Pacific","Upper middle income","2009",NA,56226,NA
"4723","Antigua and Barbuda","ATG","Latin America & Caribbean","High income: nonOECD","2009",NA,86300,21671.3757490895
"4724","Australia","AUS","East Asia & Pacific","High income: OECD","2009",22548,21691700,40257.1686174765
"4725","Austria","AUT","Europe & Central Asia","High income: OECD","2009",38906,8343323,40620.3921570465
"4726","Azerbaijan","AZE","Europe & Central Asia","Upper middle income","2009",1642,8947243,14900.5086642522
"4727","Burundi","BDI","Sub-Saharan Africa","Low income","2009",24967,9137786,683.468685414746
"4728","Belgium","BEL","Europe & Central Asia","High income: OECD","2009",15545,10796493,37629.442841568
"4729","Benin","BEN","Sub-Saharan Africa","Low income","2009",7205,9240982,1716.20726781722
"4730","Burkina Faso","BFA","Sub-Saharan Africa","Low income","2009",543,15165856,1308.54604571826
"4731","Bangladesh","BGD","South Asia","Lower middle income","2009",228586,149905836,2273.16420141086
"4732","Bulgaria","BGR","Europe & Central Asia","Upper middle income","2009",5393,7444443,14870.7791849347
"4733","Bahrain","BHR","Middle East & North Africa","High income: nonOECD","2009",139,1196774,39343.225490129
"4734","Bahamas, The","BHS","Latin America & Caribbean","High income: nonOECD","2009",NA,354780,22196.8194943696
"4735","Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","2009",7132,3837732,8686.58792312588
"4736","Belarus","BLR","Europe & Central Asia","Upper middle income","2009",580,9507000,14082.5382840594
"4737","Belize","BLZ","Latin America & Caribbean","Upper middle income","2009",230,313925,7559.677016372
"4738","Bermuda","BMU","North America","High income: nonOECD","2009",NA,65636,55320.1617108278
"4739","Bolivia","BOL","Latin America & Caribbean","Lower middle income","2009",679,9758799,5108.8468943723
"4740","Brazil","BRA","Latin America & Caribbean","Upper middle income","2009",4232,196701298,13093.9972215818
"4741","Barbados","BRB","Latin America & Caribbean","High income: nonOECD","2009",NA,278466,14872.8644796034
"4742","Brunei Darussalam","BRN","East Asia & Pacific","High income: nonOECD","2009",NA,387080,68962.8552142326
"4743","Bhutan","BTN","South Asia","Lower middle income","2009",NA,707830,5717.16573671645
"4744","Botswana","BWA","Sub-Saharan Africa","Upper middle income","2009",3022,2007212,11934.0608860359
"4745","Central African Republic","CAF","Sub-Saharan Africa","Low income","2009",27047,4361492,844.202715609153
"4746","Canada","CAN","North America","High income: OECD","2009",169434,33628571,38737.400292483
"4747","Central Europe and the Baltics","CEB","","","2009",32937,104924372,19464.0118764552
"4748","Switzerland","CHE","Europe & Central Asia","High income: OECD","2009",46203,7743831,49903.2731853737
"4749","Channel Islands","CHI","Europe & Central Asia","High income: nonOECD","2009",NA,158613,NA
"4750","Chile","CHL","Latin America & Caribbean","High income: OECD","2009",1539,16829957,16226.1486790103
"4751","China","CHN","East Asia & Pacific","Upper middle income","2009",300989,1331260000,8290.08892980984
"4752","Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income","2009",24604,19684909,2645.43063428926
"4753","Cameroon","CMR","Sub-Saharan Africa","Lower middle income","2009",99957,20074522,2475.60567133384
"4754","Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income","2009",111411,3950786,5125.45061355392
"4755","Colombia","COL","Latin America & Caribbean","Upper middle income","2009",196,45416276,10260.2052170834
"4756","Comoros","COM","Sub-Saharan Africa","Low income","2009",NA,681845,1306.44000923569
"4757","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","2009",NA,486673,5739.37625482752
"4758","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","2009",19116,4488261,11823.1920282355
"4759","Caribbean small states","CSS","","","2009",294,6811213,13752.7042692226
"4760","Cuba","CUB","Latin America & Caribbean","Upper middle income","2009",454,11297442,17443.3629479558
"4761","Curacao","CUW","Latin America & Caribbean","High income: nonOECD","2009",NA,146833,NA
"4762","Cayman Islands","CYM","Latin America & Caribbean","High income: nonOECD","2009",1,54285,NA
"4763","Cyprus","CYP","Europe & Central Asia","High income: nonOECD","2009",2888,1090486,34087.7332398634
"4764","Czech Republic","CZE","Europe & Central Asia","High income: OECD","2009",2323,10443936,27008.8068634707
"4765","Germany","DEU","Europe & Central Asia","High income: OECD","2009",593799,81902307,37112.8806127286
"4766","Djibouti","DJI","Middle East & North Africa","Lower middle income","2009",12111,820097,2557.63970740253
"4767","Dominica","DMA","Latin America & Caribbean","Upper middle income","2009",NA,70995,9852.90131876706
"4768","Denmark","DNK","Europe & Central Asia","High income: OECD","2009",20355,5523095,39612.1276267663
"4769","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","2009",NA,9767737,10150.6162609665
"4770","Algeria","DZA","Middle East & North Africa","Upper middle income","2009",94137,35401790,12278.9140625417
"4771","East Asia & Pacific (developing only)","EAP","","","2009",485541,1950280764,7849.3260337868
"4772","East Asia & Pacific (all income levels)","EAS","","","2009",514077,2190177014,10606.7753198465
"4773","Europe & Central Asia (developing only)","ECA","","","2009",158157,254252559,10990.9561679865
"4774","Europe & Central Asia (all income levels)","ECS","","","2009",1649545,885550281,24973.5954131142
"4775","Ecuador","ECU","Latin America & Caribbean","Upper middle income","2009",116557,14691310,8889.19234856436
"4776","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","2009",94406,80442443,9485.18035469127
"4777","Euro area","EMU","","","2009",1012282,335353297,34880.9169813504
"4778","Eritrea","ERI","Sub-Saharan Africa","Low income","2009",4751,4593549,1282.33384570883
"4779","Spain","ESP","Europe & Central Asia","High income: OECD","2009",3970,46362946,32796.6654667603
"4780","Estonia","EST","Europe & Central Asia","High income: OECD","2009",24,1334515,20206.1807067891
"4781","Ethiopia","ETH","Sub-Saharan Africa","Low income","2009",121886,85302099,949.493897250884
"4782","European Union","EUU","","","2009",1414743,503310374,32364.7650582469
"4783","Fragile and conflict affected situations","FCS","","","2009",4963930,419371302,3328.68691361337
"4784","Finland","FIN","Europe & Central Asia","High income: OECD","2009",7447,5338871,37534.5019282014
"4785","Fiji","FJI","East Asia & Pacific","Upper middle income","2009",2,851854,7392.1654013834
"4786","France","FRA","Europe & Central Asia","High income: OECD","2009",196364,64707044,34797.474085009
"4787","Faroe Islands","FRO","Europe & Central Asia","High income: nonOECD","2009",NA,48613,NA
"4788","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","2009",1,103961,3140.10038955922
"4789","Gabon","GAB","Sub-Saharan Africa","Upper middle income","2009",8845,1507428,14819.0806667887
"4790","United Kingdom","GBR","Europe & Central Asia","High income: OECD","2009",269363,62276270,36361.8846856437
"4791","Georgia","GEO","Europe & Central Asia","Lower middle income","2009",870,3978000,6055.40476373663
"4792","Ghana","GHA","Sub-Saharan Africa","Lower middle income","2009",13658,23713164,2837.0142410633
"4793","Guinea","GIN","Sub-Saharan Africa","Low income","2009",15325,10715770,1142.4936358267
"4794","Gambia, The","GMB","Sub-Saharan Africa","Low income","2009",10118,1638899,1553.39443887282
"4795","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","2009",7898,1596832,1259.73796883309
"4796","Equatorial Guinea","GNQ","Sub-Saharan Africa","High income: nonOECD","2009",NA,707155,38533.8041154461
"4797","Greece","GRC","Europe & Central Asia","High income: OECD","2009",1695,11107017,30652.2120897201
"4798","Grenada","GRD","Latin America & Caribbean","Upper middle income","2009",NA,104298,10914.8584736629
"4799","Greenland","GRL","Europe & Central Asia","High income: nonOECD","2009",NA,56323,NA
"4800","Guatemala","GTM","Latin America & Caribbean","Lower middle income","2009",131,14418033,6410.63814394647
"4801","Guam","GUM","East Asia & Pacific","High income: nonOECD","2009",NA,158621,NA
"4802","Guyana","GUY","Latin America & Caribbean","Lower middle income","2009",NA,750749,5381.9701243058
"4803","High income","HIC","","","2009",2196067,1359790097,34675.0664907762
"4804","Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","2009",86,6972800,43935.6928282274
"4805","Honduras","HND","Latin America & Caribbean","Lower middle income","2009",19,7383098,4113.0305006327
"4806","Heavily indebted poor countries (HIPC)","HPC","","","2009",1635849,611087950,1699.22192877936
"4807","Croatia","HRV","Europe & Central Asia","High income: nonOECD","2009",1238,4429078,19393.121544725
"4808","Haiti","HTI","Latin America & Caribbean","Low income","2009",3,9852953,1561.37425579339
"4809","Hungary","HUN","Europe & Central Asia","High income: OECD","2009",6044,10022650,20860.557155575
"4810","Indonesia","IDN","East Asia & Pacific","Lower middle income","2009",798,238465165,7815.70713036175
"4811","Isle of Man","IMN","Europe & Central Asia","High income: nonOECD","2009",NA,83548,NA
"4812","India","IND","South Asia","Lower middle income","2009",185323,1214182182,3963.22663221427
"4813","Not classified","INX",NA,NA,"2009",NA,NA,NA
"4814","Ireland","IRL","Europe & Central Asia","High income: OECD","2009",9571,4535375,41866.4993329051
"4815","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","2009",1070488,73370982,16100.8915095882
"4816","Iraq","IRQ","Middle East & North Africa","Upper middle income","2009",35218,29970634,11875.0141777195
"4817","Iceland","ISL","Europe & Central Asia","High income: OECD","2009",62,318499,39912.2712141369
"4818","Israel","ISR","Middle East & North Africa","High income: OECD","2009",17736,7485600,27558.1879505678
"4819","Italy","ITA","Europe & Central Asia","High income: OECD","2009",54965,59095365,34159.2004325987
"4820","Jamaica","JAM","Latin America & Caribbean","Upper middle income","2009",26,2681386,8248.70201069681
"4821","Jordan","JOR","Middle East & North Africa","Upper middle income","2009",2434489,5915000,10882.3274895236
"4822","Japan","JPN","East Asia & Pacific","High income: OECD","2009",2332,128047000,31857.372226654
"4823","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","2009",4340,16092701,17933.5532687474
"4824","Kenya","KEN","Sub-Saharan Africa","Lower middle income","2009",358928,39269988,2327.84336901885
"4825","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","2009",423,5383300,2746.10265504845
"4826","Cambodia","KHM","East Asia & Pacific","Low income","2009",135,14144337,2331.42530851805
"4827","Kiribati","KIR","East Asia & Pacific","Lower middle income","2009",NA,100566,1635.1308710935
"4828","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","2009",NA,51717,20734.826504775
"4829","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","2009",268,49182038,28392.7563625682
"4830","Kosovo","KSV","Europe & Central Asia","Lower middle income","2009",NA,1761474,7487.15559914187
"4831","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","2009",221,2881243,77582.1493005466
"4832","Latin America & Caribbean (developing only)","LAC","","","2009",161149,495685919,11674.9232730356
"4833","Lao PDR","LAO","East Asia & Pacific","Lower middle income","2009",NA,6153153,3616.21591658171
"4834","Lebanon","LBN","Middle East & North Africa","Upper middle income","2009",476053,4181742,15131.6498776135
"4835","Liberia","LBR","Sub-Saharan Africa","Low income","2009",6952,3821498,659.443924172627
"4836","Libya","LBY","Middle East & North Africa","Upper middle income","2009",9005,6208680,27135.3565354688
"4837","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","2009",NA,175196,10546.4475068686
"4838","Latin America & Caribbean (all income levels)","LCN","","","2009",367437,591577623,12689.4339963739
"4839","Least developed countries: UN classification","LDC","","","2009",1920287,827498335,1816.36274327244
"4840","Low income","LIC","","","2009",1205969,543502416,1268.2951321691
"4841","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","2009",91,36004,NA
"4842","Sri Lanka","LKA","South Asia","Lower middle income","2009",251,20450000,7549.43721258416
"4843","Lower middle income","LMC","","","2009",6784792,2667995321,4526.40665005149
"4844","Low & middle income","LMY","","","2009",12967143,5481265887,6572.76851717512
"4845","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","2009",NA,1990413,2023.24722219891
"4846","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","2009",793,3162916,18277.9040133354
"4847","Luxembourg","LUX","Europe & Central Asia","High income: OECD","2009",3230,497783,80306.0811316769
"4848","Latvia","LVA","Europe & Central Asia","High income: nonOECD","2009",43,2141669,17032.9122497626
"4849","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","2009",6,521405,76848.7360589853
"4850","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","2009",NA,29820,NA
"4851","Morocco","MAR","Middle East & North Africa","Lower middle income","2009",773,31714958,6133.76004594849
"4852","Monaco","MCO","Europe & Central Asia","High income: nonOECD","2009",NA,36351,NA
"4853","Moldova","MDA","Europe & Central Asia","Lower middle income","2009",141,3565604,3544.02574404107
"4854","Madagascar","MDG","Sub-Saharan Africa","Low income","2009",NA,20495706,1380.56592191093
"4855","Maldives","MDV","South Asia","Upper middle income","2009",NA,360000,9791.46498698423
"4856","Middle East & North Africa (all income levels)","MEA","","","2009",7834349,377133473,15825.4508638112
"4857","Mexico","MEX","Latin America & Caribbean","Upper middle income","2009",1235,116815612,13909.5619056688
"4858","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","2009",NA,52321,3267.71694874659
"4859","Middle income","MIC","","","2009",11761174,4937763471,7158.0906024751
"4860","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","2009",1542,2058920,11305.3639436991
"4861","Mali","MLI","Sub-Saharan Africa","Low income","2009",13538,14694565,1448.53238987282
"4862","Malta","MLT","Middle East & North Africa","High income: nonOECD","2009",5955,412477,25828.6392085956
"4863","Myanmar","MMR","East Asia & Pacific","Lower middle income","2009",NA,51369725,NA
"4864","Middle East & North Africa (developing only)","MNA","","","2009",7809389,325689241,11093.8478161926
"4865","Montenegro","MNE","Europe & Central Asia","Upper middle income","2009",24019,618294,13127.6797161217
"4866","Mongolia","MNG","East Asia & Pacific","Upper middle income","2009",11,2669572,7128.21600395567
"4867","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","2009",NA,55276,NA
"4868","Mozambique","MOZ","Sub-Saharan Africa","Low income","2009",3547,23647815,852.859303376853
"4869","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","2009",26795,3501927,3141.6722603437
"4870","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","2009",NA,1247429,14538.8785145762
"4871","Malawi","MWI","Sub-Saharan Africa","Low income","2009",5443,14329056,701.905584705279
"4872","Malaysia","MYS","East Asia & Pacific","Upper middle income","2009",66137,27661017,19328.7582316555
"4873","North America","NAC","","","2009",444895,340465736,46186.8897439513
"4874","Namibia","NAM","Sub-Saharan Africa","Upper middle income","2009",7163,2152357,7797.9282021702
"4875","New Caledonia","NCL","East Asia & Pacific","High income: nonOECD","2009",NA,246245,NA
"4876","Niger","NER","Sub-Saharan Africa","Low income","2009",325,15672194,761.990923398958
"4877","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","2009",9127,155207145,4723.09145598072
"4878","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","2009",120,5666595,3822.16442805263
"4879","Netherlands","NLD","Europe & Central Asia","High income: OECD","2009",76008,16530388,44386.51361823
"4880","High income: nonOECD","NOC","","","2009",222005,314698228,26277.4637692086
"4881","Norway","NOR","Europe & Central Asia","High income: OECD","2009",37826,4828726,56167.3960382926
"4882","Nepal","NPL","South Asia","Low income","2009",108461,26592666,1863.68346287613
"4883","New Zealand","NZL","East Asia & Pacific","High income: OECD","2009",3289,4302600,30493.6390737689
"4884","High income: OECD","OEC","","","2009",1974062,1045091869,37307.3333672312
"4885","OECD members","OED","","","2009",1985647,1233168788,33781.670207759
"4886","Oman","OMN","Middle East & North Africa","High income: nonOECD","2009",26,2762073,46098.8879725011
"4887","Other small states","OSS","","","2009",73936,18998854,7952.31426480134
"4888","Pakistan","PAK","South Asia","Lower middle income","2009",1740711,166520983,4179.73402420651
"4889","Panama","PAN","Latin America & Caribbean","Upper middle income","2009",16923,3559401,14099.7158290224
"4890","Peru","PER","Latin America & Caribbean","Upper middle income","2009",1108,29001563,8929.20713948994
"4891","Philippines","PHL","East Asia & Pacific","Lower middle income","2009",95,91641881,5147.80151297175
"4892","Palau","PLW","East Asia & Pacific","Upper middle income","2009",11,20344,11589.7791624727
"4893","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","2009",9703,6693799,1992.35300218464
"4894","Poland","POL","Europe & Central Asia","High income: OECD","2009",15320,38151603,19139.5032948775
"4895","Puerto Rico","PRI","Latin America & Caribbean","High income: nonOECD","2009",NA,3740410,34071.2448910761
"4896","Korea, Dem. People’s Rep.","PRK","East Asia & Pacific","Low income","2009",NA,24371806,NA
"4897","Portugal","PRT","Europe & Central Asia","High income: OECD","2009",389,10568247,26208.8517700498
"4898","Paraguay","PRY","Latin America & Caribbean","Upper middle income","2009",89,6127847,6322.52474345565
"4899","Pacific island small states","PSS","","","2009",18,2172519,4689.70950575581
"4900","French Polynesia","PYF","East Asia & Pacific","High income: nonOECD","2009",NA,265412,NA
"4901","Qatar","QAT","Middle East & North Africa","High income: nonOECD","2009",29,1591151,114656.779162422
"4902","Romania","ROU","Europe & Central Asia","Upper middle income","2009",1069,20367487,15815.2347193387
"4903","Russian Federation","RUS","Europe & Central Asia","High income: nonOECD","2009",4880,142785342,19386.5936760476
"4904","Rwanda","RWA","Sub-Saharan Africa","Low income","2009",54016,10024594,1230.52424275853
"4905","South Asia","SAS","","","2009",2263369,1605926788,3799.59809009235
"4906","Saudi Arabia","SAU","Middle East & North Africa","High income: nonOECD","2009",575,27409491,41897.8915028842
"4907","Sudan","SDN","Sub-Saharan Africa","Lower middle income","2009",186292,35297298,3116.20310047129
"4908","Senegal","SEN","Sub-Saharan Africa","Lower middle income","2009",22151,12581624,2092.75612860956
"4909","Singapore","SGP","East Asia & Pacific","High income: nonOECD","2009",7,4987573,61604.1271457905
"4910","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","2009",NA,514767,1655.21038779898
"4911","Sierra Leone","SLE","Sub-Saharan Africa","Low income","2009",9051,5647194,1264.1927101337
"4912","El Salvador","SLV","Latin America & Caribbean","Lower middle income","2009",30,6021368,7136.59502110202
"4913","San Marino","SMR","Europe & Central Asia","High income: nonOECD","2009",NA,30431,NA
"4914","Somalia","SOM","Sub-Saharan Africa","Low income","2009",1815,9356827,NA
"4915","Serbia","SRB","Europe & Central Asia","Upper middle income","2009",86351,7320807,11802.3260669484
"4916","Sub-Saharan Africa (developing only)","SSA","","","2009",2089538,849430616,2916.38634780704
"4917","South Sudan","SSD","Sub-Saharan Africa","Low income","2009",NA,9623176,3637.87376858921
"4918","Sub-Saharan Africa (all income levels)","SSF","","","2009",2089538,850225069,2948.25984113219
"4919","Small states","SST","","","2009",74248,27982586,9110.87841518641
"4920","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","2009",NA,167196,2621.65023309912
"4921","Suriname","SUR","Latin America & Caribbean","Upper middle income","2009",1,512522,13502.6258889253
"4922","Slovak Republic","SVK","Europe & Central Asia","High income: OECD","2009",401,5386406,23172.3483988275
"4923","Slovenia","SVN","Europe & Central Asia","High income: OECD","2009",289,2039669,27506.3314139505
"4924","Sweden","SWE","Europe & Central Asia","High income: OECD","2009",81356,9298515,39657.2412932976
"4925","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","2009",759,1173529,7396.50796206848
"4926","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income: nonOECD","2009",NA,39133,NA
"4927","Seychelles","SYC","Sub-Saharan Africa","High income: nonOECD","2009",NA,87298,19131.5975674636
"4928","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","2009",1526575,20566871,NA
"4929","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income: nonOECD","2009",NA,30247,NA
"4930","Chad","TCD","Sub-Saharan Africa","Low income","2009",338495,11510535,1694.82157149744
"4931","Togo","TGO","Sub-Saharan Africa","Low income","2009",8531,6219761,1175.82367943088
"4932","Thailand","THA","East Asia & Pacific","Upper middle income","2009",105297,66548197,12257.1361772881
"4933","Tajikistan","TJK","Europe & Central Asia","Lower middle income","2009",2679,7414960,1972.91522463344
"4934","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","2009",60,4978960,9004.81143821172
"4935","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","2009",1,1048367,1697.34227213273
"4936","Tonga","TON","East Asia & Pacific","Upper middle income","2009",NA,103416,4625.408633552
"4937","Trinidad and Tobago","TTO","Latin America & Caribbean","High income: nonOECD","2009",37,1321624,29123.2982829215
"4938","Tunisia","TUN","Middle East & North Africa","Upper middle income","2009",92,10439600,9960.94412946407
"4939","Turkey","TUR","Europe & Central Asia","Upper middle income","2009",10350,71261307,14651.1004055762
"4940","Tuvalu","TUV","East Asia & Pacific","Upper middle income","2009",NA,9808,3212.37939745598
"4941","Tanzania","TZA","Sub-Saharan Africa","Low income","2009",118731,44222113,1983.2228617864
"4942","Uganda","UGA","Sub-Saharan Africa","Low income","2009",127345,32067125,1478.04454578303
"4943","Ukraine","UKR","Europe & Central Asia","Lower middle income","2009",7334,46053300,7257.89752610006
"4944","Upper middle income","UMC","","","2009",4976382,2269768150,10272.1953116904
"4945","Uruguay","URY","Latin America & Caribbean","High income: nonOECD","2009",168,3362761,15391.169529591
"4946","United States","USA","North America","High income: OECD","2009",275461,306771529,47001.5553496818
"4947","Uzbekistan","UZB","Europe & Central Asia","Lower middle income","2009",555,27767400,3840.54287451113
"4948","St. Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","2009",NA,109255,9937.88308628947
"4949","Venezuela, RB","VEN","Latin America & Caribbean","High income: nonOECD","2009",201313,28558607,16523.939668773
"4950","Virgin Islands (U.S.)","VIR","Latin America & Caribbean","High income: nonOECD","2009",NA,106707,NA
"4951","Vietnam","VNM","East Asia & Pacific","Lower middle income","2009",2357,86025000,4123.42580419874
"4952","Vanuatu","VUT","East Asia & Pacific","Lower middle income","2009",4,230782,2874.87888028394
"4953","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","2009",1885188,3702218,4053.0489334773
"4954","World","WLD","","","2009",15163210,6841055984,12133.624447002
"4955","Samoa","WSM","East Asia & Pacific","Lower middle income","2009",NA,184700,5243.26933699799
"4956","Yemen, Rep.","YEM","Middle East & North Africa","Lower middle income","2009",170854,22954226,4212.58649344459
"4957","South Africa","ZAF","Sub-Saharan Africa","Upper middle income","2009",47974,50055701,11521.357703258
"4958","Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income","2009",185809,63845097,556.728075081168
"4959","Zambia","ZMB","Sub-Saharan Africa","Lower middle income","2009",56785,13507849,2963.15598886205
"4960","Zimbabwe","ZWE","Sub-Saharan Africa","Low income","2009",3995,13720997,1229.38242418617
"4961","Aruba","ABW","Latin America & Caribbean","High income: nonOECD","2010",NA,101597,NA
"4962","Andorra","AND","Europe & Central Asia","High income: nonOECD","2010",NA,84419,NA
"4963","Afghanistan","AFG","South Asia","Low income","2010",6434,27962207,1629.16729020532
"4964","Angola","AGO","Sub-Saharan Africa","Upper middle income","2010",15155,21219954,NA
"4965","Albania","ALB","Europe & Central Asia","Upper middle income","2010",76,2913021,9303.93385497339
"4966","Arab World","ARB","","","2010",7077529,352640325,14213.8204562031
"4967","United Arab Emirates","ARE","Middle East & North Africa","High income: nonOECD","2010",538,8329453,56245.4781588414
"4968","Argentina","ARG","Latin America & Caribbean","High income: nonOECD","2010",3276,41222875,NA
"4969","Armenia","ARM","Europe & Central Asia","Lower middle income","2010",3296,2963496,6376.2682174205
"4970","American Samoa","ASM","East Asia & Pacific","Upper middle income","2010",NA,55636,NA
"4971","Antigua and Barbuda","ATG","Latin America & Caribbean","High income: nonOECD","2010",NA,87233,20151.3098656076
"4972","Australia","AUS","East Asia & Pacific","High income: OECD","2010",21805,22031750,39168.256719609
"4973","Austria","AUT","Europe & Central Asia","High income: OECD","2010",42630,8363404,41892.7758492156
